source_row,date,weekday,slot,node_name,winner,battle_count,unified,banquet,node_mapping_status
26,2025-09-07,日,1A,ナーガ沼地,亗Luxúria亗,,統一,-,ok
26,2025-09-07,日,1B,旧ダンデリオン,PhoenixJP,,統一,-,ok
26,2025-09-07,日,1C,捨てられた地,オアシスステップ,,統一,-,ok
26,2025-09-07,日,1D,ベア川下流,Restart,,-,-,ok
26,2025-09-07,日,1E,アルティノ入り口,UnityJP,,-,宴会,ok
27,2025-09-08,月,3A,ルツム族駐屯地,雪狼族,,,宴会,ok
27,2025-09-08,月,3B,アト農場,PhoenixJP,,,-,ok
27,2025-09-08,月,2A,ベリア農場地帯,氣噗噗讓玻璃心碎一地,,-,宴会,ok
27,2025-09-08,月,2B,ギュントの丘,AlmaVivaJP,,-,-,ok
27,2025-09-08,月,2C,高原地帯,Maverickz,,-,-,ok
27,2025-09-08,月,1A,隠遁の森,Relax,,-,-,ok
27,2025-09-08,月,1B,エワズの丘,花落微雨醉紅塵,,統一,-,ok
27,2025-09-08,月,1C,廃城跡入り口,天機,,-,宴会,ok
27,2025-09-08,月,1D,カイア渡し場,シェイド,,-,宴会,ok
27,2025-09-08,月,1E,カズラ農場,ーArchー,,-,-,ok
30,2025-09-11,木,3A,北部大農場,MystSA,,,宴会,ok
30,2025-09-11,木,2A,トロル防御基地,ー麒麟ー,,-,-,ok
30,2025-09-11,木,2B,隠された修道院,・殺戮・,,-,-,ok
30,2025-09-11,木,2C,マルニの第2実験場,Иouver,,-,宴会,ok
30,2025-09-11,木,1A,アグリス平原,亗Luxúria亗,,-,宴会,ok
30,2025-09-11,木,1B,リンチ農場廃墟,Anino,,統一,-,ok
30,2025-09-11,木,1C,ブレディー砦,沙漠黑鷹,,-,-,ok
30,2025-09-11,木,1E,クリオ村,シェイド,,-,-,ok
31,2025-09-12,金,3A,アグリス祭壇,ーリベリオンー,,,宴会,ok
31,2025-09-12,金,2A,ナーガ抽出場,VainqueurJP,,-,-,ok
31,2025-09-12,金,2B,オークキャンプ,SkyCastle,,-,-,ok
31,2025-09-12,金,1A,北部採石場,桜吹雪,,-,-,ok
31,2025-09-12,金,1B,ハーピーの絶壁,黒の太陽,,-,-,ok
31,2025-09-12,金,1C,ブリの森,Kopitiam,,統一,-,ok
31,2025-09-12,金,1D,マンシャの森の奥,RëBîrth,,統一,宴会,ok
31,2025-09-12,金,1E,廃鉄鉱山採掘場,一DEFlANCE,,統一,宴会,ok
33,2025-09-14,日,3A,デルニール農場,沙漠黑鷹,,,宴会,ok
33,2025-09-14,日,2A,略奪の森,PokemonGo,,-,宴会,ok
33,2025-09-14,日,2B,忘却の地,RaиkSS,,-,-,ok
33,2025-09-14,日,1A,ナーガ沼地,βυsнỉȉdo家族,,統一,-,ok
33,2025-09-14,日,1B,旧ダンデリオン,ーArchー,,統一,-,ok
33,2025-09-14,日,1C,捨てられた地,Anino,,-,宴会,ok
33,2025-09-14,日,1D,ベア川下流,磯野家,,-,-,ok
33,2025-09-14,日,1E,アルティノ入り口,MÏRÃGË,,-,-,ok
34,2025-09-15,月,3A,ルツム族駐屯地,・殺戮・,,,宴会,ok
34,2025-09-15,月,3B,アト農場,LeLien,,,,ok
34,2025-09-15,月,2A,ベリア農場地帯,PONYTAIL,,-,宴会,ok
34,2025-09-15,月,2B,ギュントの丘,ーArchー,,-,-,ok
34,2025-09-15,月,2C,高原地帯,Maverickz,,統一,-,ok
34,2025-09-15,月,1A,隠遁の森,ZirconiA,,-,-,ok
34,2025-09-15,月,1B,エワズの丘,TheUniverse,,-,-,ok
34,2025-09-15,月,1C,廃城跡入り口,xAEGISx,,統一,宴会,ok
34,2025-09-15,月,1D,カイア渡し場,一惡人谷一,,-,宴会,ok
34,2025-09-15,月,1E,カズラ農場,彡MukBANG彡,,統一,-,ok
37,2025-09-18,木,3A,北部大農場,PONYTAIL,,,-,ok
37,2025-09-18,木,2A,トロル防御基地,ー麒麟ー,,-,-,ok
37,2025-09-18,木,2B,隠された修道院,桜吹雪,,-,-,ok
37,2025-09-18,木,2C,マルニの第2実験場,雪狼族,,-,-,ok
37,2025-09-18,木,1A,アグリス平原,亗Luxúria亗,,-,-,ok
37,2025-09-18,木,1B,リンチ農場廃墟,心晴,,-,-,ok
37,2025-09-18,木,1C,ブレディー砦,TheUniverse,,-,宴会,ok
37,2025-09-18,木,1D,エントの森,TipsyTavern,,統一,-,ok
37,2025-09-18,木,1E,クリオ村,Döraêmön,,統一,宴会,ok
38,2025-09-19,金,3A,アグリス祭壇,PhoenixJP,,,-,ok
38,2025-09-19,金,2A,ナーガ抽出場,VainqueurJP,,-,-,ok
38,2025-09-19,金,2B,オークキャンプ,RaиkSS,,-,宴会,ok
38,2025-09-19,金,1A,北部採石場,TheEnd,,統一,宴会,ok
38,2025-09-19,金,1B,ハーピーの絶壁,黒の太陽,,-,-,ok
38,2025-09-19,金,1C,ブリの森,Kopitiam,,-,-,ok
38,2025-09-19,金,1D,マンシャの森の奥,RëBîrth,,-,-,ok
38,2025-09-19,金,1E,廃鉄鉱山採掘場,一DEFlANCE,,-,-,ok
40,2025-09-21,日,3A,デルニール農場,・殺戮・,,,宴会,ok
40,2025-09-21,日,2A,略奪の森,MystSA,,-,宴会,ok
40,2025-09-21,日,2B,忘却の地,ZirconiA,,-,-,ok
40,2025-09-21,日,1A,ナーガ沼地,βυsнỉȉdo家族,,統一,-,ok
40,2025-09-21,日,1B,旧ダンデリオン,シェイド,,統一,-,ok
40,2025-09-21,日,1C,捨てられた地,Anino,,-,宴会,ok
40,2025-09-21,日,1D,ベア川下流,義勇,,-,-,ok
41,2025-09-22,月,3A,ルツム族駐屯地,雪狼族,,,,ok
41,2025-09-22,月,3B,アト農場,VainqueurJP,,,,ok
41,2025-09-22,月,2A,ベリア農場地帯,氣噗噗讓玻璃心碎一地,,,,ok
41,2025-09-22,月,2B,ギュントの丘,ーArchー,,,,ok
41,2025-09-22,月,2C,高原地帯,TheEnd,,,,ok
41,2025-09-22,月,1A,隠遁の森,Revenant,,,,ok
41,2025-09-22,月,1B,エワズの丘,SkyCastle,,,,ok
41,2025-09-22,月,1C,廃城跡入り口,xAEGISx,,,,ok
41,2025-09-22,月,1D,カイア渡し場,一惡人谷一,,,,ok
41,2025-09-22,月,1E,カズラ農場,Restart,,,,ok
44,2025-09-25,木,3A,北部大農場,PhoenixJP,,,,ok
44,2025-09-25,木,2A,トロル防御基地,LeLien,,,,ok
44,2025-09-25,木,2B,隠された修道院,Restart,,,,ok
44,2025-09-25,木,2C,マルニの第2実験場,Maverickz,,,,ok
44,2025-09-25,木,1A,アグリス平原,亗Luxúria亗,,,,ok
44,2025-09-25,木,1B,リンチ農場廃墟,雲淡風輕o,,,,ok
44,2025-09-25,木,1C,ブレディー砦,MelonEmpire,,,,ok
44,2025-09-25,木,1D,エントの森,沙漠黑鷹,,,,ok
44,2025-09-25,木,1E,クリオ村,FLORISTS,,,,ok
45,2025-09-26,金,3A,アグリス祭壇,ーリベリオンー,,,,ok
45,2025-09-26,金,2A,ナーガ抽出場,Maverickz,,,,ok
45,2025-09-26,金,1A,北部採石場,磯野家,,,,ok
45,2025-09-26,金,1B,ハーピーの絶壁,オアシスステップ,,,,ok
45,2025-09-26,金,1C,ブリの森,SkyCastle,,,,ok
45,2025-09-26,金,1E,廃鉄鉱山採掘場,一DEFlANCE,,,,ok
47,2025-09-28,日,3A,デルニール農場,沙漠黑鷹,,,,ok
47,2025-09-28,日,2A,略奪の森,Etërnîty,,,,ok
47,2025-09-28,日,2B,忘却の地,TheUniverse,,,,ok
47,2025-09-28,日,1A,ナーガ沼地,βυsнỉȉdo家族,,,,ok
47,2025-09-28,日,1B,旧ダンデリオン,シェイド,,,,ok
47,2025-09-28,日,1C,捨てられた地,Anino,,,,ok
47,2025-09-28,日,1D,ベア川下流,義勇,,,,ok
47,2025-09-28,日,1E,アルティノ入り口,ーEspoirー,,,,ok
48,2025-09-29,月,3A,ルツム族駐屯地,PONYTAIL,,,,ok
48,2025-09-29,月,3B,アト農場,VainqueurJP,,,,ok
48,2025-09-29,月,2A,ベリア農場地帯,氣噗噗讓玻璃心碎一地,,,,ok
48,2025-09-29,月,2B,ギュントの丘,PhoenixJP,,,,ok
48,2025-09-29,月,2C,高原地帯,RaиkSS,,,,ok
48,2025-09-29,月,1A,隠遁の森,Pandora,,,,ok
48,2025-09-29,月,1B,エワズの丘,MukBANG,,,,ok
48,2025-09-29,月,1C,廃城跡入り口,xAEGISx,,,,ok
48,2025-09-29,月,1D,カイア渡し場,一惡人谷一,,,,ok
48,2025-09-29,月,1E,カズラ農場,RëBîrth,,,,ok
51,2025-10-02,木,3A,北部大農場,RaиkSS,,,,ok
51,2025-10-02,木,2A,トロル防御基地,シェイド,,,,ok
51,2025-10-02,木,2B,隠された修道院,UprisE,,,,ok
51,2025-10-02,木,2C,マルニの第2実験場,雪狼族,,,,ok
51,2025-10-02,木,1A,アグリス平原,亗Luxúria亗,,,,ok
51,2025-10-02,木,1B,リンチ農場廃墟,オアシスステップ,,,,ok
51,2025-10-02,木,1C,ブレディー砦,Anino,,,,ok
51,2025-10-02,木,1D,エントの森,SERENITY,,,,ok
52,2025-10-03,金,3A,アグリス祭壇,シェイド,,,,ok
52,2025-10-03,金,2A,ナーガ抽出場,MystSA,,,,ok
52,2025-10-03,金,2B,オークキャンプ,・殺戮・,,,,ok
52,2025-10-03,金,1A,北部採石場,義勇,,,,ok
52,2025-10-03,金,1B,ハーピーの絶壁,毛家村,,,,ok
52,2025-10-03,金,1C,ブリの森,ZirconiA,,,,ok
52,2025-10-03,金,1D,マンシャの森の奥,ーArchー,,,,ok
52,2025-10-03,金,1E,廃鉄鉱山採掘場,Restart,,,,ok
54,2025-10-05,日,3A,デルニール農場,沙漠黑鷹,,,,ok
54,2025-10-05,日,2A,略奪の森,Etërnîty,,,,ok
54,2025-10-05,日,2B,忘却の地,Döraêmön,,,,ok
54,2025-10-05,日,1A,ナーガ沼地,βυsнỉȉdo家族,,,,ok
54,2025-10-05,日,1B,旧ダンデリオン,xAEGISx,,,,ok
54,2025-10-05,日,1C,捨てられた地,Astrklotho,,,,ok
54,2025-10-05,日,1D,ベア川下流,TheEnd,,,,ok
54,2025-10-05,日,1E,アルティノ入り口,Revenant,,,,ok
55,2025-10-06,月,3A,ルツム族駐屯地,PONYTAIL,,,宴会,ok
55,2025-10-06,月,3B,アト農場,VainqueurJP,,,,ok
55,2025-10-06,月,2A,ベリア農場地帯,氣噗噗讓玻璃心碎一地,,,宴会,ok
55,2025-10-06,月,2B,ギュントの丘,AlmaVivaJP,,-,-,ok
55,2025-10-06,月,2C,高原地帯,・殺戮・,,-,-,ok
55,2025-10-06,月,1A,隠遁の森,TheUniverse,,-,宴会,ok
55,2025-10-06,月,1B,エワズの丘,SkyCastle,,-,-,ok
55,2025-10-06,月,1C,廃城跡入り口,MÏRÃGË,,統一,-,ok
55,2025-10-06,月,1D,カイア渡し場,ー麒麟ー,,統一,宴会,ok
55,2025-10-06,月,1E,カズラ農場,ーEspoirー,,統一,-,ok
58,2025-10-09,木,3A,北部大農場,PONYTAIL,,,-,ok
58,2025-10-09,木,2A,トロル防御基地,xAEGISx,,-,-,ok
58,2025-10-09,木,2B,隠された修道院,UprisE,,統一,-,ok
58,2025-10-09,木,2C,マルニの第2実験場,雪狼族,,-,宴会,ok
58,2025-10-09,木,1A,アグリス平原,亗Luxúria亗,,統一,-,ok
58,2025-10-09,木,1B,リンチ農場廃墟,雲淡風輕o,,-,-,ok
58,2025-10-09,木,1C,ブレディー砦,ーArchー,,-,宴会,ok
58,2025-10-09,木,1D,エントの森,一DEFlANCE,,統一,-,ok
58,2025-10-09,木,1E,クリオ村,SkyCastle,,-,宴会,ok
59,2025-10-10,金,3A,アグリス祭壇,ーリベリオンー,,,-,ok
59,2025-10-10,金,2A,ナーガ抽出場,MystSA,,-,-,ok
59,2025-10-10,金,2B,オークキャンプ,・殺戮・,,-,宴会,ok
59,2025-10-10,金,1A,北部採石場,TheEnd,,統一,-,ok
59,2025-10-10,金,1B,ハーピーの絶壁,ーArchー,,-,-,ok
59,2025-10-10,金,1C,ブリの森,一惡人谷一,,-,-,ok
59,2025-10-10,金,1D,マンシャの森の奥,RëBîrth,,-,-,ok
59,2025-10-10,金,1E,廃鉄鉱山採掘場,Restart,,-,-,ok
61,2025-10-12,日,3A,デルニール農場,毛家村,,,-,ok
61,2025-10-12,日,2A,略奪の森,Anino,,-,-,ok
61,2025-10-12,日,2B,忘却の地,PokemonGo,,-,-,ok
61,2025-10-12,日,1A,ナーガ沼地,βυsнỉȉdo家族,,統一,-,ok
61,2025-10-12,日,1B,旧ダンデリオン,ーEspoirー,,-,-,ok
61,2025-10-12,日,1C,捨てられた地,オアシスステップ,,-,-,ok
61,2025-10-12,日,1D,ベア川下流,RaиkSS,,-,宴会,ok
61,2025-10-12,日,1E,アルティノ入り口,UnityJP,,-,-,ok
62,2025-10-13,月,3A,ルツム族駐屯地,PONYTAIL,,,-,ok
62,2025-10-13,月,3B,アト農場,VainqueurJP,,,,ok
62,2025-10-13,月,2A,ベリア農場地帯,氣噗噗讓玻璃心碎一地,,統一,-,ok
62,2025-10-13,月,2B,ギュントの丘,RaиkSS,,-,-,ok
62,2025-10-13,月,2C,高原地帯,海洋之心,,-,-,ok
62,2025-10-13,月,1A,隠遁の森,PARMESAN,,統一,-,ok
62,2025-10-13,月,1B,エワズの丘,彡MukBANG彡,,統一,-,ok
62,2025-10-13,月,1C,廃城跡入り口,LeLien,,-,宴会,ok
62,2025-10-13,月,1D,カイア渡し場,ーArchー,,-,-,ok
62,2025-10-13,月,1E,カズラ農場,Restart,,-,-,ok
65,2025-10-16,木,3A,北部大農場,RaиkSS,,,宴会,ok
65,2025-10-16,木,2A,トロル防御基地,ー麒麟ー,,-,-,ok
65,2025-10-16,木,2B,隠された修道院,義勇,,-,宴会,ok
65,2025-10-16,木,2C,マルニの第2実験場,MystSA,,-,-,ok
65,2025-10-16,木,1A,アグリス平原,亗Luxúria亗,,-,-,ok
65,2025-10-16,木,1B,リンチ農場廃墟,雲淡風輕o,,-,宴会,ok
65,2025-10-16,木,1C,ブレディー砦,kaioken,,統一,-,ok
65,2025-10-16,木,1D,エントの森,ーEspoirー,,-,宴会,ok
65,2025-10-16,木,1E,クリオ村,MÏRÃGË,,統一,-,ok
66,2025-10-17,金,3A,アグリス祭壇,LeLien,,,宴会,ok
66,2025-10-17,金,2A,ナーガ抽出場,東京熱株式會社,,-,宴会,ok
66,2025-10-17,金,2B,オークキャンプ,・殺戮・,,-,-,ok
66,2025-10-17,金,1B,ハーピーの絶壁,Etërnîty,,-,宴会,ok
66,2025-10-17,金,1C,ブリの森,一惡人谷一,,統一,-,ok
66,2025-10-17,金,1D,マンシャの森の奥,TheUniverse,,-,-,ok
66,2025-10-17,金,1E,廃鉄鉱山採掘場,桜吹雪,,統一,-,ok
68,2025-10-19,日,3A,デルニール農場,沙漠黑鷹,,,-,ok
68,2025-10-19,日,2A,略奪の森,Anino,,-,宴会,ok
68,2025-10-19,日,2B,忘却の地,PokemonGo,,-,-,ok
68,2025-10-19,日,1A,ナーガ沼地,βυsнỉȉdo家族,,-,宴会,ok
68,2025-10-19,日,1B,旧ダンデリオン,シェイド,,-,-,ok
68,2025-10-19,日,1C,捨てられた地,Relax,,-,宴会,ok
68,2025-10-19,日,1D,ベア川下流,柿一門,,-,-,ok
68,2025-10-19,日,1E,アルティノ入り口,Döraêmön,,統一,-,ok
69,2025-10-20,月,3A,ルツム族駐屯地,PONYTAIL,,,宴会,ok
69,2025-10-20,月,3B,アト農場,VainqueurJP,,,-,ok
69,2025-10-20,月,2A,ベリア農場地帯,氣噗噗讓玻璃心碎一地,,-,-,ok
69,2025-10-20,月,2B,ギュントの丘,・殺戮・,,-,宴会,ok
69,2025-10-20,月,2C,高原地帯,雪狼族,,-,-,ok
69,2025-10-20,月,1A,隠遁の森,Revenant,,-,-,ok
69,2025-10-20,月,1B,エワズの丘,彡MukBANG彡,,-,宴会,ok
69,2025-10-20,月,1C,廃城跡入り口,Demise,,統一,-,ok
69,2025-10-20,月,1D,カイア渡し場,シェイド,,統一,-,ok
69,2025-10-20,月,1E,カズラ農場,Restart,,-,宴会,ok
72,2025-10-23,木,3A,北部大農場,RaиkSS,,,-,ok
72,2025-10-23,木,2A,トロル防御基地,FLORISTS,,-,宴会,ok
72,2025-10-23,木,2B,隠された修道院,義勇,,-,-,ok
72,2025-10-23,木,2C,マルニの第2実験場,MystSA,,統一,-,ok
72,2025-10-23,木,1A,アグリス平原,亗Luxúria亗,,-,宴会,ok
72,2025-10-23,木,1B,リンチ農場廃墟,雲淡風輕o,,統一,-,ok
72,2025-10-23,木,1C,ブレディー砦,Maverickz,,-,-,ok
72,2025-10-23,木,1D,エントの森,ーEspoirー,,統一,-,ok
72,2025-10-23,木,1E,クリオ村,ーArchー,,-,-,ok
73,2025-10-24,金,3A,アグリス祭壇,FLORISTS,,,-,ok
73,2025-10-24,金,2A,ナーガ抽出場,東京熱株式會社,,-,-,ok
73,2025-10-24,金,2B,オークキャンプ,毛家村,,-,-,ok
73,2025-10-24,金,1A,北部採石場,月下の集い,,-,-,ok
73,2025-10-24,金,1B,ハーピーの絶壁,オアシスステップ,,統一,-,ok
73,2025-10-24,金,1C,ブリの森,一惡人谷一,,-,宴会,ok
73,2025-10-24,金,1D,マンシャの森の奥,TheUniverse,,統一,-,ok
73,2025-10-24,金,1E,廃鉄鉱山採掘場,ーEspoirー,,-,宴会,ok
75,2025-10-26,日,3A,デルニール農場,沙漠黑鷹,,,宴会,ok
75,2025-10-26,日,2A,略奪の森,PhoenixJP,,-,-,ok
75,2025-10-26,日,2B,忘却の地,PokemonGo,,-,宴会,ok
75,2025-10-26,日,1A,ナーガ沼地,βυsнỉȉdo家族,,-,-,ok
75,2025-10-26,日,1B,旧ダンデリオン,Astrklotho,,-,-,ok
75,2025-10-26,日,1C,捨てられた地,オアシスステップ,,-,-,ok
75,2025-10-26,日,1D,ベア川下流,海尼根飲酒俱樂部,,統一,-,ok
75,2025-10-26,日,1E,アルティノ入り口,UnityJP,,-,宴会,ok
76,2025-10-27,月,3A,ルツム族駐屯地,PONYTAIL,,,-,ok
76,2025-10-27,月,3B,アト農場,VainqueurJP,,,宴会,ok
76,2025-10-27,月,2A,ベリア農場地帯,氣噗噗讓玻璃心碎一地,,-,宴会,ok
76,2025-10-27,月,2B,ギュントの丘,・殺戮・,,-,-,ok
76,2025-10-27,月,2C,高原地帯,Maverickz,,,,ok
76,2025-10-27,月,1A,隠遁の森,Pandora,,-,宴会,ok
76,2025-10-27,月,1B,エワズの丘,SkyCastle,,-,-,ok
76,2025-10-27,月,1C,廃城跡入り口,Anino,,-,-,ok
76,2025-10-27,月,1D,カイア渡し場,ーArchー,,-,宴会,ok
76,2025-10-27,月,1E,カズラ農場,Иouver,,統一,-,ok
79,2025-10-30,木,3A,北部大農場,RaиkSS,,,宴会,ok
79,2025-10-30,木,2A,トロル防御基地,雪狼族,,-,-,ok
79,2025-10-30,木,2B,隠された修道院,ZirconiA,,-,-,ok
79,2025-10-30,木,2C,マルニの第2実験場,MystSA,,,,ok
79,2025-10-30,木,1A,アグリス平原,亗Luxúria亗,,-,-,ok
79,2025-10-30,木,1B,リンチ農場廃墟,雲淡風輕o,,-,-,ok
79,2025-10-30,木,1C,ブレディー砦,Döraêmön,,統一,-,ok
79,2025-10-30,木,1D,エントの森,ーEspoirー,,-,-,ok
79,2025-10-30,木,1E,クリオ村,天機,,-,-,ok
80,2025-10-31,金,3A,アグリス祭壇,ーリベリオンー,,,-,ok
80,2025-10-31,金,2A,ナーガ抽出場,PhoenixJP,,-,-,ok
80,2025-10-31,金,2B,オークキャンプ,毛家村,,統一,宴会,ok
80,2025-10-31,金,1A,北部採石場,TheEnd,,統一,-,ok
80,2025-10-31,金,1B,ハーピーの絶壁,オアシスステップ,,-,-,ok
80,2025-10-31,金,1C,ブリの森,一惡人谷一,,-,-,ok
80,2025-10-31,金,1D,マンシャの森の奥,TheUniverse,,-,宴会,ok
80,2025-10-31,金,1E,廃鉄鉱山採掘場,Иouver,,-,-,ok
82,2025-11-02,日,3A,デルニール農場,・殺戮・,,,-,ok
82,2025-11-02,日,2A,略奪の森,AlmaVivaJP,,-,-,ok
82,2025-11-02,日,2B,忘却の地,TRAITORs,,-,-,ok
82,2025-11-02,日,1A,ナーガ沼地,彡MukBANG彡,,統一,-,ok
82,2025-11-02,日,1B,旧ダンデリオン,ーEspoirー,,統一,宴会,ok
82,2025-11-02,日,1C,捨てられた地,Anino,,統一,-,ok
82,2025-11-02,日,1D,ベア川下流,磯野家,,-,宴会,ok
82,2025-11-02,日,1E,アルティノ入り口,UnityJP,,-,-,ok
